folder,param1,param2,csv_name,c,d,Best_Delta,P_at_BestDelta,Mu_at_BestDelta
-6_-37,-6,-37,CHEES_-35_5000.csv,-35,5000,2.27615801331247,4.51096698128063,2.23480896796816
-7_-37,-7,-37,CHEES_-35_5000.csv,-35,5000,2.27638125380578,4.5107476056179,2.23436635181211
-8_-37,-8,-37,CHEES_-35_5000.csv,-35,5000,2.27665127898252,4.51037573509045,2.23372445610793
-24_-36,-24,-36,CHEES_-35_5000.csv,-35,5000,2.2771656313141,4.53936229408682,2.26219666277271
-10_-37,-10,-37,CHEES_-35_5000.csv,-35,5000,2.27724486136782,4.5097035650165,2.23245870364868
-12_-37,-12,-37,CHEES_-35_5000.csv,-35,5000,2.27799749650675,4.50896816098824,2.23097066448149
-14_-37,-14,-37,CHEES_-35_5000.csv,-35,5000,2.27872156268043,4.50804566160565,2.22932409892522
-26_-36,-26,-36,CHEES_-35_5000.csv,-35,5000,2.27915656699577,4.53705406131297,2.2578974943172
-16_-37,-16,-37,CHEES_-35_5000.csv,-35,5000,2.27967080138897,4.50698397952803,2.22731317813907
-5_-38,-5,-38,CHEES_-35_5000.csv,-35,5000,2.28052480826101,4.47973355738339,2.19920874912237
-18_-37,-18,-37,CHEES_-35_5000.csv,-35,5000,2.28086432969217,4.50572841195026,2.22486408225809
-6_-38,-6,-38,CHEES_-35_5000.csv,-35,5000,2.28093658259624,4.47925306726839,2.19831648467215
-7_-38,-7,-38,CHEES_-35_5000.csv,-35,5000,2.28124716582137,4.47904755423456,2.19780038841319
-8_-38,-8,-38,CHEES_-35_5000.csv,-35,5000,2.28158738849917,4.47857731003766,2.19698992153849
-28_-36,-28,-36,CHEES_-35_5000.csv,-35,5000,2.28211776742634,4.53405367171163,2.25193590428529
-10_-38,-10,-38,CHEES_-35_5000.csv,-35,5000,2.28249114542422,4.47763049610458,2.19513935068036
-12_-38,-12,-38,CHEES_-35_5000.csv,-35,5000,2.28341136288314,4.47672557960043,2.19331421671729
-22_-37,-22,-37,CHEES_-35_5000.csv,-35,5000,2.28430331175793,4.50209636351794,2.21779305176001
-14_-38,-14,-38,CHEES_-35_5000.csv,-35,5000,2.28466180225727,4.47527423177594,2.19061242951866
-20_-37,-20,-37,CHEES_-35_4900.csv,-35,4900,2.28548777065761,4.41296569578382,2.12747792512622
-16_-38,-16,-38,CHEES_-35_5000.csv,-35,5000,2.28604694146445,4.47397798759289,2.18793104612844
-24_-37,-24,-37,CHEES_-35_5000.csv,-35,5000,2.28685699857447,4.49978228288967,2.2129252843152
-30_-36,-30,-36,CHEES_-35_5000.csv,-35,5000,2.28746813758713,4.52864042652058,2.24117228893345
-18_-38,-18,-38,CHEES_-35_5000.csv,-35,5000,2.2877354871608,4.47229396949506,2.18455848233426
-20_-38,-20,-38,CHEES_-35_5000.csv,-35,5000,2.29003717230649,4.4698878683573,2.17985069605081
-5_-40,-5,-40,CHEES_-35_5000.csv,-35,5000,2.29011684806805,4.42519894424399,2.13508209617595
-26_-37,-26,-37,CHEES_-35_5000.csv,-35,5000,2.29062005351487,4.49614834690536,2.20552829339048
-6_-40,-6,-40,CHEES_-35_5000.csv,-35,5000,2.29066479087792,4.4247120590279,2.13404726814998
-7_-40,-7,-40,CHEES_-35_5000.csv,-35,5000,2.29130741020922,4.4241040116397,2.13279660143048
-8_-40,-8,-40,CHEES_-35_5000.csv,-35,5000,2.29191539422182,4.42352844942165,2.13161305519983
-22_-38,-22,-38,CHEES_-35_5000.csv,-35,5000,2.29279647590618,4.46751023252764,2.17471375662146
-10_-40,-10,-40,CHEES_-35_5000.csv,-35,5000,2.29322964244213,4.42223527492851,2.12900563248638
-12_-40,-12,-40,CHEES_-35_5000.csv,-35,5000,2.29482403432391,4.42079621217553,2.12597217785162
-28_-37,-28,-37,CHEES_-35_5000.csv,-35,5000,2.29627513609485,4.49110538226975,2.1948302461749
-24_-38,-24,-38,CHEES_-35_5000.csv,-35,5000,2.29645637987423,4.46419914549039,2.16774276561616
-14_-40,-14,-40,CHEES_-35_5000.csv,-35,5000,2.29663927366838,4.41907002127959,2.12243074761121
-5_-42,-5,-42,CHEES_-35_4900.csv,-35,4900,2.29875660516584,4.29748122516373,1.99872461999789
-16_-40,-16,-40,CHEES_-35_5000.csv,-35,5000,2.29888249116055,4.41715424560799,2.11827175444745
-6_-42,-6,-42,CHEES_-35_4900.csv,-35,4900,2.29948282694815,4.29703228283866,1.99754945589051
-7_-42,-7,-42,CHEES_-35_4900.csv,-35,4900,2.30030639057684,4.2963633608046,1.99605697022776
-8_-42,-8,-42,CHEES_-35_4900.csv,-35,4900,2.30115548851925,4.29585939636925,1.99470390785
-18_-40,-18,-40,CHEES_-35_5000.csv,-35,5000,2.30158946898554,4.4150566657736,2.11346719678806
-26_-38,-26,-38,CHEES_-35_5000.csv,-35,5000,2.30170056917014,4.46013183153547,2.15843126236532
-10_-42,-10,-42,CHEES_-35_4900.csv,-35,4900,2.30299856073513,4.29456522461417,1.99156666387904
-20_-40,-20,-40,CHEES_-35_5000.csv,-35,5000,2.3049051137837,4.41238373473825,2.10747862095455
-12_-42,-12,-42,CHEES_-35_4900.csv,-35,4900,2.30525313833917,4.29321461105046,1.98796147271129
-30_-37,-30,-37,CHEES_-35_5000.csv,-35,5000,2.30601377048656,4.48385931319981,2.17784554271326
-5_-44,-5,-44,CHEES_-35_4900.csv,-35,4900,2.30749771430304,4.26503488891994,1.9575371746169
-14_-42,-14,-42,CHEES_-35_4900.csv,-35,4900,2.3078135091927,4.29150200357428,1.98368849438158
-6_-44,-6,-44,CHEES_-35_4900.csv,-35,4900,2.30841660212274,4.26443233073155,1.95601572860882
-22_-40,-22,-40,CHEES_-35_5000.csv,-35,5000,2.30922722703059,4.40986204931738,2.10063482228679
-7_-44,-7,-44,CHEES_-35_4900.csv,-35,4900,2.30939358309179,4.26394753337659,1.95455395028481
-28_-38,-28,-38,CHEES_-35_5000.csv,-35,5000,2.30961434081396,4.45484536904001,2.14523102822605
-8_-44,-8,-44,CHEES_-35_4900.csv,-35,4900,2.31043648854627,4.26324518680222,1.95280869825595
-16_-42,-16,-42,CHEES_-35_4900.csv,-35,4900,2.31084808563707,4.28980566097248,1.97895757533541
-10_-34,-10,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-12_-34,-12,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-14_-34,-14,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-16_-34,-16,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-18_-34,-18,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-20_-34,-20,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-22_-34,-22,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-24_-34,-24,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-26_-34,-26,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-28_-34,-28,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-30_-34,-30,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-5_-34,-5,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-6_-34,-6,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-7_-34,-7,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-8_-34,-8,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,4.67778478807115,2.36577626642492
-10_-44,-10,-44,CHEES_-35_4900.csv,-35,4900,2.3127343871084,4.26192899455288,1.94919460744448
-18_-42,-18,-42,CHEES_-35_4900.csv,-35,4900,2.31454533431905,4.28786964524611,1.97332431092705
-24_-40,-24,-40,CHEES_-35_5000.csv,-35,5000,2.3149085403057,4.40585091748404,2.09094237717834
-12_-44,-12,-44,CHEES_-35_4900.csv,-35,4900,2.31551927938809,4.26051448247241,1.94499520308432
-5_-46,-5,-46,CHEES_-35_4900.csv,-35,4900,2.31603506601272,4.23929796034592,1.9232628943332
-6_-46,-6,-46,CHEES_-35_4900.csv,-35,4900,2.31711115730637,4.23877356335454,1.92166240604817
-7_-46,-7,-46,CHEES_-35_4900.csv,-35,4900,2.31818989708192,4.23819712953272,1.9200072324508
-14_-44,-14,-44,CHEES_-35_4900.csv,-35,4900,2.31853053734019,4.25886838630388,1.94033784896369
-20_-42,-20,-42,CHEES_-35_4900.csv,-35,4900,2.31912054101539,4.28564618789868,1.96652564688329
-8_-46,-8,-46,CHEES_-35_4900.csv,-35,4900,2.31942863397468,4.23760312750856,1.91817449353388
-10_-46,-10,-46,CHEES_-35_4900.csv,-35,4900,2.32223707352777,4.23634948744313,1.91411241391536
-16_-44,-16,-44,CHEES_-35_4900.csv,-35,4900,2.32227053692667,4.25732730071788,1.93505676379121
-26_-40,-26,-40,CHEES_-35_5000.csv,-35,5000,2.32267502140862,4.40171746874251,2.07904244733389
-30_-38,-30,-38,CHEES_-35_5000.csv,-35,5000,2.3227849474462,4.44732155263007,2.12453660518387
-5_-48,-5,-48,CHEES_-35_4900.csv,-35,4900,2.32477582133084,4.21940409358203,1.89462827225119
-22_-42,-22,-42,CHEES_-35_4900.csv,-35,4900,2.32488833583874,4.28330517288972,1.95841683705098
-12_-46,-12,-46,CHEES_-35_4900.csv,-35,4900,2.32523536049068,4.23484999613375,1.90961463564308
-6_-48,-6,-48,CHEES_-35_4900.csv,-35,4900,2.32596713482495,4.21883869054713,1.89287155572218
-18_-44,-18,-44,CHEES_-35_4900.csv,-35,4900,2.32672742909238,4.25548281324124,1.92875538414886
-7_-48,-7,-48,CHEES_-35_4900.csv,-35,4900,2.32718866316879,4.21827438219286,1.89108571902407
-8_-48,-8,-48,CHEES_-35_4900.csv,-35,4900,2.32854472484844,4.21749954191732,1.88895481706888
-14_-46,-14,-46,CHEES_-35_4900.csv,-35,4900,2.32889385774935,4.2334642592066,1.90457040145725
-10_-48,-10,-48,CHEES_-35_4900.csv,-35,4900,2.33171707865439,4.21645544168396,1.88473836302958
-20_-44,-20,-44,CHEES_-35_4900.csv,-35,4900,2.33212531872765,4.25351706933047,1.92139175060282
-24_-42,-24,-42,CHEES_-35_5000.csv,-35,5000,2.33230848724973,4.36079350954672,2.02848502229699
-5_-50,-5,-50,CHEES_-35_4800.csv,-35,4800,2.33284721498249,4.14007438989959,1.80722717491711
-16_-46,-16,-46,CHEES_-35_4900.csv,-35,4900,2.33315560085052,4.23189483307573,1.89873923222521
-28_-40,-28,-40,CHEES_-35_5000.csv,-35,5000,2.33402847072956,4.39674383494117,2.06271536421161
-6_-50,-6,-50,CHEES_-35_4800.csv,-35,4800,2.33427759253742,4.13972887543418,1.80545128289676
-12_-48,-12,-48,CHEES_-35_4900.csv,-35,4900,2.33528590404366,4.21561659773129,1.88033069368763
-7_-50,-7,-50,CHEES_-35_4800.csv,-35,4800,2.33587489158053,4.13946798670767,1.80359309512714
-8_-50,-8,-50,CHEES_-35_4800.csv,-35,4800,2.33739405243041,4.13877785283906,1.80138380040865
-18_-46,-18,-46,CHEES_-35_4900.csv,-35,4900,2.338202188423,4.23031368352253,1.89211149509954
-22_-44,-22,-44,CHEES_-35_4900.csv,-35,4900,2.33895266318221,4.25155194171421,1.91259927853199
-14_-48,-14,-48,CHEES_-35_4900.csv,-35,4900,2.33915885992839,4.21377627908719,1.8746174191588
-10_-50,-10,-50,CHEES_-35_4800.csv,-35,4800,2.34116925372049,4.1390881138354,1.79791886011491
-5_-52,-5,-52,CHEES_-35_4800.csv,-35,4800,2.34126977501681,4.13203960881724,1.79076983380043
-26_-42,-26,-42,CHEES_-35_5000.csv,-35,5000,2.34212644071791,4.35724866846702,2.01512222774911
-6_-52,-6,-52,CHEES_-35_4800.csv,-35,4800,2.34276373792395,4.13162664975816,1.78886291183421
-16_-48,-16,-48,CHEES_-35_4900.csv,-35,4900,2.34400639585721,4.21282435191786,1.86881795606064
-20_-46,-20,-46,CHEES_-35_4900.csv,-35,4900,2.34441582256061,4.22862252321061,1.88420670065
-7_-52,-7,-52,CHEES_-35_4800.csv,-35,4800,2.34446443305122,4.13163886020781,1.78717442715659
-12_-50,-12,-50,CHEES_-35_4800.csv,-35,4800,2.3449657363807,4.13757081254593,1.79260507616523
-8_-52,-8,-52,CHEES_-35_4800.csv,-35,4800,2.34619618375228,4.13136715580691,1.78517097205464
-24_-44,-24,-44,CHEES_-35_4900.csv,-35,4900,2.347759259945,4.24922395819821,1.90146469825321
-14_-50,-14,-50,CHEES_-35_4800.csv,-35,4800,2.34949221243634,4.13667237238402,1.78718015994767
-18_-48,-18,-48,CHEES_-35_4900.csv,-35,4900,2.34969133954062,4.21137086226944,1.86167952272883
-5_-54,-5,-54,CHEES_-35_4800.csv,-35,4800,2.34976792049576,4.12791227806558,1.77814435756982
-10_-52,-10,-52,CHEES_-35_4800.csv,-35,4800,2.34998014191809,4.1308113319334,1.78083119001531
-6_-54,-6,-54,CHEES_-35_4800.csv,-35,4800,2.35139778979599,4.12751010961415,1.77611231981816
-22_-46,-22,-46,CHEES_-35_4900.csv,-35,4900,2.35218937652705,4.22713692356063,1.87494754703357
-30_-40,-30,-40,CHEES_-35_5000.csv,-35,5000,2.35239056221654,4.39131102093291,2.03892045871637
-7_-54,-7,-54,CHEES_-35_4800.csv,-35,4800,2.35310069433712,4.12728727867521,1.77418658433809
-12_-52,-12,-52,CHEES_-35_4800.csv,-35,4800,2.35431582254871,4.13012069769674,1.77580487514803
-16_-50,-16,-50,CHEES_-35_4800.csv,-35,4800,2.35488658893144,4.13596966973522,1.78108308080378
-8_-54,-8,-54,CHEES_-35_4800.csv,-35,4800,2.35512061030184,4.12735769718198,1.77223708688013
-28_-42,-28,-42,CHEES_-35_5000.csv,-35,5000,2.35615961788746,4.35353891685063,1.99737929896317
-20_-48,-20,-48,CHEES_-35_4900.csv,-35,4900,2.35648113272865,4.20986363548835,1.8533825027597
-5_-56,-5,-56,CHEES_-35_4800.csv,-35,4800,2.35839958282994,4.12680456333779,1.76840498050785
-14_-52,-14,-52,CHEES_-35_4800.csv,-35,4800,2.35932463972434,4.12957367401223,1.77024903428789
-10_-54,-10,-54,CHEES_-35_4800.csv,-35,4800,2.35934176796415,4.12760272596114,1.76826095799699
-26_-44,-26,-44,CHEES_-35_4900.csv,-35,4900,2.35939613788326,4.24764420215242,1.88824806426916
-6_-56,-6,-56,CHEES_-35_4800.csv,-35,4800,2.36026333087935,4.12681971394375,1.7665563830644
-18_-50,-18,-50,CHEES_-35_4900.csv,-35,4900,2.36104482130911,4.1975159039601,1.83647108265098
-24_-46,-24,-46,CHEES_-35_4900.csv,-35,4900,2.36192465218948,4.22566227982898,1.8637376276395
-7_-56,-7,-56,CHEES_-35_4800.csv,-35,4800,2.36207374997761,4.12655245731753,1.76447870733992
-12_-54,-12,-54,CHEES_-35_4800.csv,-35,4800,2.3636726492224,4.12627752165027,1.76260487242786
-8_-56,-8,-56,CHEES_-35_4800.csv,-35,4800,2.36400393997797,4.12623419295073,1.76223025297276
-22_-48,-22,-48,CHEES_-35_4900.csv,-35,4900,2.3649384100808,4.20888884533213,1.84395043525133
-16_-52,-16,-52,CHEES_-35_4800.csv,-35,4800,2.36507150469402,4.12934276961192,1.7642712649179
-5_-58,-5,-58,CHEES_-35_4800.csv,-35,4800,2.36721127897557,4.12860297577182,1.76139169679625
-20_-50,-20,-50,CHEES_-35_4900.csv,-35,4900,2.36837607553014,4.19675220020382,1.82837612467368
-10_-56,-10,-56,CHEES_-35_4800.csv,-35,4800,2.3683820728003,4.12621465288743,1.75783258008713
-14_-54,-14,-54,CHEES_-35_4800.csv,-35,4800,2.3689480171325,4.12605773201383,1.75710971488132
-6_-58,-6,-58,CHEES_-35_4800.csv,-35,4800,2.36902497679664,4.12837765219312,1.75935267539647
-7_-58,-7,-58,CHEES_-35_4800.csv,-35,4800,2.37093482612351,4.12823844457231,1.7573036184488
-18_-52,-18,-52,CHEES_-35_4800.csv,-35,4800,2.3718500478585,4.12895074453269,1.75710069667419
-12_-56,-12,-56,CHEES_-35_4800.csv,-35,4800,2.37310138484516,4.12584953031862,1.75274814547346
-8_-58,-8,-58,CHEES_-35_4800.csv,-35,4800,2.37313667945644,4.12866153011377,1.75552485065733
-26_-46,-26,-46,CHEES_-35_4900.csv,-35,4900,2.37506042372091,4.22500614229268,1.84994571857177
-16_-54,-16,-54,CHEES_-35_4800.csv,-35,4800,2.37519771015094,4.12633399805403,1.75113628790309
-5_-60,-5,-60,CHEES_-35_4700.csv,-35,4700,2.37544598349373,4.08448515307326,1.70903916957953
-24_-48,-24,-48,CHEES_-35_4900.csv,-35,4900,2.37570167709578,4.20837476262911,1.83267308553333
-28_-44,-28,-44,CHEES_-35_4900.csv,-35,4900,2.37600967186536,4.24677451768444,1.87076484581907
-6_-60,-6,-60,CHEES_-35_4700.csv,-35,4700,2.37737111561068,4.08455206850573,1.70718095289505
-10_-58,-10,-58,CHEES_-35_4800.csv,-35,4800,2.37759463247748,4.1285195064469,1.75092487396942
-22_-50,-22,-50,CHEES_-35_4900.csv,-35,4900,2.37764218568078,4.19629626158665,1.81865407590587
-30_-42,-30,-42,CHEES_-35_5000.csv,-35,5000,2.37845310478383,4.35175875848685,1.97330565370302
-14_-56,-14,-56,CHEES_-35_4800.csv,-35,4800,2.37875009328025,4.1260983614309,1.74734826815066
-7_-60,-7,-60,CHEES_-35_4700.csv,-35,4700,2.37950474285451,4.08472912382381,1.70522438096931
-20_-52,-20,-52,CHEES_-35_4800.csv,-35,4800,2.38004129016439,4.12934992760764,1.74930863744325
-8_-60,-8,-60,CHEES_-35_4700.csv,-35,4700,2.38178765378566,4.0852306854371,1.70344303165144
-18_-54,-18,-54,CHEES_-35_4800.csv,-35,4800,2.38239051685346,4.12641787751074,1.74402736065728
-12_-58,-12,-58,CHEES_-35_4800.csv,-35,4800,2.38261832072274,4.1282497649774,1.74563144425466
-16_-56,-16,-56,CHEES_-35_4800.csv,-35,4800,2.38527967154916,4.12646943974651,1.74118976819735
-10_-60,-10,-60,CHEES_-35_4700.csv,-35,4700,2.38663799532553,4.08552470569385,1.69888671036833
-14_-58,-14,-58,CHEES_-35_4800.csv,-35,4800,2.38855067609887,4.12877911631088,1.74022844021201
-24_-50,-24,-50,CHEES_-35_4900.csv,-35,4900,2.38909766436806,4.19679405411883,1.80769638975077
-26_-48,-26,-48,CHEES_-35_4900.csv,-35,4900,2.38973530677699,4.20877231446522,1.81903700768823
-22_-52,-22,-52,CHEES_-35_4900.csv,-35,4900,2.39003877259205,4.1889123166107,1.79887354401865
-20_-54,-20,-54,CHEES_-35_4800.csv,-35,4800,2.39103596948506,4.12743361420632,1.73639764472126
-12_-60,-12,-60,CHEES_-35_4800.csv,-35,4800,2.39209719858572,4.13312360555825,1.74102640697253
-18_-56,-18,-56,CHEES_-35_4800.csv,-35,4800,2.39287806731051,4.12722443977298,1.73434637246247
-28_-46,-28,-46,CHEES_-35_4900.csv,-35,4900,2.39310477332289,4.22598036319058,1.83287558986769
-16_-58,-16,-58,CHEES_-35_4800.csv,-35,4800,2.39519805356273,4.12932661173156,1.73412855816882
-14_-60,-14,-60,CHEES_-35_4800.csv,-35,4800,2.39820824035015,4.13378764861116,1.73557940826101
-30_-44,-30,-44,CHEES_-35_5000.csv,-35,5000,2.40084956232289,4.32202408255585,1.92117452023296
-22_-54,-22,-54,CHEES_-35_4800.csv,-35,4800,2.40148717863631,4.12895376506592,1.72746658642961
-20_-56,-20,-56,CHEES_-35_4800.csv,-35,4800,2.40174591718645,4.12834680836893,1.72660089118247
-24_-52,-24,-52,CHEES_-35_4900.csv,-35,4900,2.40229920615453,4.19016474775993,1.7878655416054
-18_-58,-18,-58,CHEES_-35_4800.csv,-35,4800,2.40308277188461,4.1303902191027,1.72730744721809
-26_-50,-26,-50,CHEES_-35_4900.csv,-35,4900,2.40408555670319,4.1985158211333,1.79443026443011
-16_-60,-16,-60,CHEES_-35_4800.csv,-35,4800,2.40529771207974,4.13492213525276,1.72962442317302
-28_-48,-28,-48,CHEES_-35_4900.csv,-35,4900,2.4089718642065,4.2115435752383,1.8025717110318
-20_-58,-20,-58,CHEES_-35_4800.csv,-35,4800,2.41250509403937,4.13238228057675,1.71987718653738
-22_-56,-22,-56,CHEES_-35_4800.csv,-35,4800,2.41262521370832,4.13071104031186,1.71808582660354
-18_-60,-18,-60,CHEES_-35_4800.csv,-35,4800,2.41341826781152,4.13647821348788,1.72305994567636
-24_-54,-24,-54,CHEES_-35_4800.csv,-35,4800,2.41452276006193,4.13193998237809,1.71741722231616
-26_-52,-26,-52,CHEES_-35_4900.csv,-35,4900,2.41777451722898,4.19274100645438,1.77496648922539
-30_-46,-30,-46,CHEES_-35_4900.csv,-35,4900,2.42010675717971,4.23100212700852,1.81089536982881
-20_-60,-20,-60,CHEES_-35_4800.csv,-35,4800,2.42293371416511,4.13840423031233,1.71547051614722
-22_-58,-22,-58,CHEES_-35_4800.csv,-35,4800,2.42379480983708,4.13517445739227,1.71137964755519
-28_-50,-28,-50,CHEES_-35_4900.csv,-35,4900,2.42424987246028,4.20262636095082,1.77837648849053
-24_-56,-24,-56,CHEES_-35_4800.csv,-35,4800,2.42599013194163,4.13408863669353,1.7080985047519
-26_-54,-26,-54,CHEES_-35_4800.csv,-35,4800,2.43101902032916,4.1363881364716,1.70536911614244
-10_-32,-10,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-12_-32,-12,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-14_-32,-14,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-16_-32,-16,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-18_-32,-18,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-20_-32,-20,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-22_-32,-22,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-24_-32,-24,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-26_-32,-26,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-28_-32,-28,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-30_-32,-30,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-5_-32,-5,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-6_-32,-6,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-7_-32,-7,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-8_-32,-8,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,5.00212923574513,2.56960377088497
-22_-60,-22,-60,CHEES_-35_4800.csv,-35,4800,2.43435400812803,4.14151830889593,1.7071643007679
-30_-48,-30,-48,CHEES_-35_4900.csv,-35,4900,2.4371834740287,4.21874869199729,1.78156521796858
-24_-58,-24,-58,CHEES_-35_4800.csv,-35,4800,2.43737206622989,4.13915601362522,1.70178394739533
-28_-52,-28,-52,CHEES_-35_4900.csv,-35,4900,2.43873280112572,4.1983687374213,1.75963593629558
-26_-56,-26,-56,CHEES_-35_4800.csv,-35,4800,2.44293249644705,4.13950451796407,1.69657202151702
-24_-60,-24,-60,CHEES_-35_4800.csv,-35,4800,2.44841111772466,4.1462371645817,1.69782604685704
-28_-54,-28,-54,CHEES_-35_4900.csv,-35,4900,2.45258601820277,4.19799023300391,1.74540421480114
-30_-50,-30,-50,CHEES_-35_4900.csv,-35,4900,2.45336819181149,4.21215160925203,1.75878341744053
-26_-58,-26,-58,CHEES_-35_4800.csv,-35,4800,2.45458952259635,4.14536737525755,1.6907778526612
-28_-56,-28,-56,CHEES_-35_4800.csv,-35,4800,2.4652316927613,4.14857744888548,1.68334575612418
-26_-60,-26,-60,CHEES_-35_4800.csv,-35,4800,2.46600753159113,4.15344522262179,1.68743769103066
